form,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,bps,influence,creativity,threat,ict_index,now_cost,selected_by_percent,element_type,team,xG,xA,npxG,xGChain,xGBuildup,xG_per_90,xA_per_90,npxG_per_90,xGChain_per_90,xGBuildup_per_90,shots,shots_on_target,key_passes,xG_overperformance,xA_overperformance,npxG_overperformance,xG_xA_combined,npxG_npxA_combined,finishing_quality,np_finishing_quality,tackles,tackles_won,tackle_pct,interceptions,tackles_plus_int,blocks,clearances,errors,def_contributions,def_contributions_per_90,def_contribution_prob,expected_def_points,progressive_passes,progressive_carries,progressive_receptions,progressive_passes_per_90,progressive_carries_per_90,progressive_receptions_per_90,touches,touches_att_3rd,sca,gca,sca_per_90,gca_per_90,points_next_gw
1.0,7.0,102.0,0.0,0.0,0.0,9.0,0.0,19.0,12.6,6.2,33.0,5.4,5.2,0.1,4.0,3.0,0.0770072415471077,0.0,0.0770072415471077,0.2704012021422386,0.19339396059513092,0.08,0.0,0.08,0.29,0.2,1.0,0.0,0.0,-0.08,0.0,-0.08,0.0770072415471077,0.0770072415471077,0.0,0.0,2.0,0.0,50.0,0.0,2.0,0.0,3.0,0.0,5.0,4.13,0.02,0.04,1.0,2.0,8.0,0.83,1.65,6.61,38.0,24.0,2.0,0.0,1.65,0.0,1.0
1.1,7.0,102.0,0.0,0.0,0.0,9.0,0.0,19.0,12.6,6.2,33.0,5.4,5.2,0.1,4.0,3.0,0.0770072415471077,0.0,0.0770072415471077,0.2704012021422386,0.19339396059513092,0.08,0.0,0.08,0.29,0.2,1.0,0.0,0.0,-0.08,0.0,-0.08,0.0770072415471077,0.0770072415471077,0.0,0.0,2.0,0.0,50.0,0.0,2.0,0.0,3.0,0.0,5.0,4.13,0.02,0.04,1.0,2.0,8.0,0.83,1.65,6.61,38.0,24.0,2.0,0.0,1.65,0.0,1.0
1.2000000000000002,7.0,102.0,0.0,0.0,0.0,9.0,0.0,19.0,12.6,6.2,33.0,5.4,5.2,0.1,4.0,3.0,0.0770072415471077,0.0,0.0770072415471077,0.2704012021422386,0.19339396059513092,0.08,0.0,0.08,0.29,0.2,1.0,0.0,0.0,-0.08,0.0,-0.08,0.0770072415471077,0.0770072415471077,0.0,0.0,2.0,0.0,50.0,0.0,2.0,0.0,3.0,0.0,5.0,4.13,0.02,0.04,1.0,2.0,8.0,0.83,1.65,6.61,38.0,24.0,2.0,0.0,1.65,0.0,1.0
2.5600000000000005,35.0,814.0,0.0,1.0,2.0,17.0,0.0,155.0,191.0,82.6,31.0,30.7,5.0,0.1,3.0,3.0,0.853070579469204,0.15061635710299015,0.853070579469204,1.5479185618460178,1.1639826642349362,0.09,0.02,0.09,0.17,0.13,5.0,0.0,5.0,-0.85,0.85,-0.85,1.003686936572194,1.003686936572194,0.0,0.0,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,1.0
2.8800000000000003,35.0,814.0,0.0,1.0,2.0,17.0,0.0,155.0,191.0,82.6,31.0,30.7,5.0,0.1,3.0,3.0,0.853070579469204,0.15061635710299015,0.853070579469204,1.5479185618460178,1.1639826642349362,0.09,0.02,0.09,0.17,0.13,5.0,0.0,5.0,-0.85,0.85,-0.85,1.003686936572194,1.003686936572194,0.0,0.0,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,1.0
3.2,35.0,814.0,0.0,1.0,2.0,17.0,0.0,155.0,191.0,82.6,31.0,30.7,5.0,0.1,3.0,3.0,0.853070579469204,0.15061635710299015,0.853070579469204,1.5479185618460178,1.1639826642349362,0.09,0.02,0.09,0.17,0.13,5.0,0.0,5.0,-0.85,0.85,-0.85,1.003686936572194,1.003686936572194,0.0,0.0,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,2.0
3.5200000000000005,35.0,814.0,0.0,1.0,2.0,17.0,0.0,155.0,191.0,82.6,31.0,30.7,5.0,0.1,3.0,3.0,0.853070579469204,0.15061635710299015,0.853070579469204,1.5479185618460178,1.1639826642349362,0.09,0.02,0.09,0.17,0.13,5.0,0.0,5.0,-0.85,0.85,-0.85,1.003686936572194,1.003686936572194,0.0,0.0,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,2.0
3.8400000000000007,35.0,814.0,0.0,1.0,2.0,17.0,0.0,155.0,191.0,82.6,31.0,30.7,5.0,0.1,3.0,3.0,0.853070579469204,0.15061635710299015,0.853070579469204,1.5479185618460178,1.1639826642349362,0.09,0.02,0.09,0.17,0.13,5.0,0.0,5.0,-0.85,0.85,-0.85,1.003686936572194,1.003686936572194,0.0,0.0,30.0,18.0,55.0,15.0,45.0,15.0,15.0,1.0,75.0,5.5,0.1,0.2,100.0,50.0,60.0,7.0,3.5,4.2,900.0,150.0,50.0,5.0,3.5,0.35,2.0
1.2000000000000002,43.0,1170.0,0.0,0.0,4.0,23.0,1.0,168.0,301.2,0.0,0.0,30.2,4.5,5.8,1.0,4.0,0.0,0.0,0.0,0.831225099042058,0.831225099042058,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.08,0.02,0.04,1.0,0.0,0.0,0.08,0.0,0.0,433.0,1.0,2.0,0.0,0.15,0.0,0.0
1.35,43.0,1170.0,0.0,0.0,4.0,23.0,1.0,168.0,301.2,0.0,0.0,30.2,4.5,5.8,1.0,4.0,0.0,0.0,0.0,0.831225099042058,0.831225099042058,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.08,0.02,0.04,1.0,0.0,0.0,0.08,0.0,0.0,433.0,1.0,2.0,0.0,0.15,0.0,0.0
1.5,43.0,1170.0,0.0,0.0,4.0,23.0,1.0,168.0,301.2,0.0,0.0,30.2,4.5,5.8,1.0,4.0,0.0,0.0,0.0,0.831225099042058,0.831225099042058,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.08,0.02,0.04,1.0,0.0,0.0,0.08,0.0,0.0,433.0,1.0,2.0,0.0,0.15,0.0,1.0
1.6500000000000001,43.0,1170.0,0.0,0.0,4.0,23.0,1.0,168.0,301.2,0.0,0.0,30.2,4.5,5.8,1.0,4.0,0.0,0.0,0.0,0.831225099042058,0.831225099042058,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.08,0.02,0.04,1.0,0.0,0.0,0.08,0.0,0.0,433.0,1.0,2.0,0.0,0.15,0.0,1.0
1.8000000000000003,43.0,1170.0,0.0,0.0,4.0,23.0,1.0,168.0,301.2,0.0,0.0,30.2,4.5,5.8,1.0,4.0,0.0,0.0,0.0,0.831225099042058,0.831225099042058,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,1.08,0.02,0.04,1.0,0.0,0.0,0.08,0.0,0.0,433.0,1.0,2.0,0.0,0.15,0.0,1.0
2.0,63.0,1157.0,0.0,3.0,4.0,23.0,6.0,212.0,429.2,174.4,39.0,64.3,5.0,25.4,2.0,4.0,0.058084532618522644,1.6122030215337873,0.058084532618522644,4.398658779449761,3.234166406095028,0.0,0.12,0.0,0.34,0.25,3.0,0.0,11.0,-0.06,1.39,-0.06,1.67028755415231,1.67028755415231,0.0,0.0,25.0,15.0,60.0,20.0,45.0,20.0,50.0,1.0,115.0,8.0,0.5,1.0,80.0,30.0,20.0,5.5,2.0,1.4,800.0,50.0,20.0,2.0,1.4,0.14,1.0
2.25,63.0,1157.0,0.0,3.0,4.0,23.0,6.0,212.0,429.2,174.4,39.0,64.3,5.0,25.4,2.0,4.0,0.058084532618522644,1.6122030215337873,0.058084532618522644,4.398658779449761,3.234166406095028,0.0,0.12,0.0,0.34,0.25,3.0,0.0,11.0,-0.06,1.39,-0.06,1.67028755415231,1.67028755415231,0.0,0.0,25.0,15.0,60.0,20.0,45.0,20.0,50.0,1.0,115.0,8.0,0.5,1.0,80.0,30.0,20.0,5.5,2.0,1.4,800.0,50.0,20.0,2.0,1.4,0.14,1.0
2.5,63.0,1157.0,0.0,3.0,4.0,23.0,6.0,212.0,429.2,174.4,39.0,64.3,5.0,25.4,2.0,4.0,0.058084532618522644,1.6122030215337873,0.058084532618522644,4.398658779449761,3.234166406095028,0.0,0.12,0.0,0.34,0.25,3.0,0.0,11.0,-0.06,1.39,-0.06,1.67028755415231,1.67028755415231,0.0,0.0,25.0,15.0,60.0,20.0,45.0,20.0,50.0,1.0,115.0,8.0,0.5,1.0,80.0,30.0,20.0,5.5,2.0,1.4,800.0,50.0,20.0,2.0,1.4,0.14,2.0
2.75,63.0,1157.0,0.0,3.0,4.0,23.0,6.0,212.0,429.2,174.4,39.0,64.3,5.0,25.4,2.0,4.0,0.058084532618522644,1.6122030215337873,0.058084532618522644,4.398658779449761,3.234166406095028,0.0,0.12,0.0,0.34,0.25,3.0,0.0,11.0,-0.06,1.39,-0.06,1.67028755415231,1.67028755415231,0.0,0.0,25.0,15.0,60.0,20.0,45.0,20.0,50.0,1.0,115.0,8.0,0.5,1.0,80.0,30.0,20.0,5.5,2.0,1.4,800.0,50.0,20.0,2.0,1.4,0.14,2.0
3.0000000000000004,63.0,1157.0,0.0,3.0,4.0,23.0,6.0,212.0,429.2,174.4,39.0,64.3,5.0,25.4,2.0,4.0,0.058084532618522644,1.6122030215337873,0.058084532618522644,4.398658779449761,3.234166406095028,0.0,0.12,0.0,0.34,0.25,3.0,0.0,11.0,-0.06,1.39,-0.06,1.67028755415231,1.67028755415231,0.0,0.0,25.0,15.0,60.0,20.0,45.0,20.0,50.0,1.0,115.0,8.0,0.5,1.0,80.0,30.0,20.0,5.5,2.0,1.4,800.0,50.0,20.0,2.0,1.4,0.14,2.0
0.6400000000000001,11.0,296.0,0.0,0.0,1.0,6.0,0.0,33.0,23.6,16.8,8.0,4.8,4.4,0.2,2.0,4.0,0.0,0.38522546738386154,0.0,1.6126178614795208,1.2273924015462399,0.0,0.11,0.0,0.48,0.36,0.0,0.0,2.0,0.0,-0.39,0.0,0.38522546738386154,0.38522546738386154,1.0,1.0,2.0,1.0,33.3,1.0,3.0,1.0,12.0,0.0,16.0,4.85,0.1,0.2,11.0,1.0,3.0,3.33,0.3,0.91,149.0,32.0,5.0,0.0,1.52,0.0,0.0
0.7200000000000001,11.0,296.0,0.0,0.0,1.0,6.0,0.0,33.0,23.6,16.8,8.0,4.8,4.4,0.2,2.0,4.0,0.0,0.38522546738386154,0.0,1.6126178614795208,1.2273924015462399,0.0,0.11,0.0,0.48,0.36,0.0,0.0,2.0,0.0,-0.39,0.0,0.38522546738386154,0.38522546738386154,1.0,1.0,2.0,1.0,33.3,1.0,3.0,1.0,12.0,0.0,16.0,4.85,0.1,0.2,11.0,1.0,3.0,3.33,0.3,0.91,149.0,32.0,5.0,0.0,1.52,0.0,0.0
0.8,11.0,296.0,0.0,0.0,1.0,6.0,0.0,33.0,23.6,16.8,8.0,4.8,4.4,0.2,2.0,4.0,0.0,0.38522546738386154,0.0,1.6126178614795208,1.2273924015462399,0.0,0.11,0.0,0.48,0.36,0.0,0.0,2.0,0.0,-0.39,0.0,0.38522546738386154,0.38522546738386154,1.0,1.0,2.0,1.0,33.3,1.0,3.0,1.0,12.0,0.0,16.0,4.85,0.1,0.2,11.0,1.0,3.0,3.33,0.3,0.91,149.0,32.0,5.0,0.0,1.52,0.0,1.0
0.8800000000000001,11.0,296.0,0.0,0.0,1.0,6.0,0.0,33.0,23.6,16.8,8.0,4.8,4.4,0.2,2.0,4.0,0.0,0.38522546738386154,0.0,1.6126178614795208,1.2273924015462399,0.0,0.11,0.0,0.48,0.36,0.0,0.0,2.0,0.0,-0.39,0.0,0.38522546738386154,0.38522546738386154,1.0,1.0,2.0,1.0,33.3,1.0,3.0,1.0,12.0,0.0,16.0,4.85,0.1,0.2,11.0,1.0,3.0,3.33,0.3,0.91,149.0,32.0,5.0,0.0,1.52,0.0,1.0
0.9600000000000002,11.0,296.0,0.0,0.0,1.0,6.0,0.0,33.0,23.6,16.8,8.0,4.8,4.4,0.2,2.0,4.0,0.0,0.38522546738386154,0.0,1.6126178614795208,1.2273924015462399,0.0,0.11,0.0,0.48,0.36,0.0,0.0,2.0,0.0,-0.39,0.0,0.38522546738386154,0.38522546738386154,1.0,1.0,2.0,1.0,33.3,1.0,3.0,1.0,12.0,0.0,16.0,4.85,0.1,0.2,11.0,1.0,3.0,3.33,0.3,0.91,149.0,32.0,5.0,0.0,1.52,0.0,1.0
0.6400000000000001,46.0,1142.0,0.0,1.0,4.0,21.0,6.0,176.0,262.6,236.8,58.0,55.7,4.5,2.4,2.0,4.0,0.20155106112360954,0.9038166366517544,0.20155106112360954,3.6255802419036627,2.6901074945926666,0.02,0.07,0.02,0.28,0.21,6.0,0.0,13.0,-0.2,0.1,-0.2,1.105367697775364,1.105367697775364,0.0,0.0,27.0,14.0,65.4,10.0,37.0,18.0,53.0,0.0,108.0,8.51,0.5,1.0,57.0,25.0,81.0,4.49,1.97,6.38,865.0,275.0,24.0,2.0,1.89,0.16,0.0
0.7200000000000001,46.0,1142.0,0.0,1.0,4.0,21.0,6.0,176.0,262.6,236.8,58.0,55.7,4.5,2.4,2.0,4.0,0.20155106112360954,0.9038166366517544,0.20155106112360954,3.6255802419036627,2.6901074945926666,0.02,0.07,0.02,0.28,0.21,6.0,0.0,13.0,-0.2,0.1,-0.2,1.105367697775364,1.105367697775364,0.0,0.0,27.0,14.0,65.4,10.0,37.0,18.0,53.0,0.0,108.0,8.51,0.5,1.0,57.0,25.0,81.0,4.49,1.97,6.38,865.0,275.0,24.0,2.0,1.89,0.16,0.0
0.8,46.0,1142.0,0.0,1.0,4.0,21.0,6.0,176.0,262.6,236.8,58.0,55.7,4.5,2.4,2.0,4.0,0.20155106112360954,0.9038166366517544,0.20155106112360954,3.6255802419036627,2.6901074945926666,0.02,0.07,0.02,0.28,0.21,6.0,0.0,13.0,-0.2,0.1,-0.2,1.105367697775364,1.105367697775364,0.0,0.0,27.0,14.0,65.4,10.0,37.0,18.0,53.0,0.0,108.0,8.51,0.5,1.0,57.0,25.0,81.0,4.49,1.97,6.38,865.0,275.0,24.0,2.0,1.89,0.16,1.0
0.8800000000000001,46.0,1142.0,0.0,1.0,4.0,21.0,6.0,176.0,262.6,236.8,58.0,55.7,4.5,2.4,2.0,4.0,0.20155106112360954,0.9038166366517544,0.20155106112360954,3.6255802419036627,2.6901074945926666,0.02,0.07,0.02,0.28,0.21,6.0,0.0,13.0,-0.2,0.1,-0.2,1.105367697775364,1.105367697775364,0.0,0.0,27.0,14.0,65.4,10.0,37.0,18.0,53.0,0.0,108.0,8.51,0.5,1.0,57.0,25.0,81.0,4.49,1.97,6.38,865.0,275.0,24.0,2.0,1.89,0.16,1.0
0.9600000000000002,46.0,1142.0,0.0,1.0,4.0,21.0,6.0,176.0,262.6,236.8,58.0,55.7,4.5,2.4,2.0,4.0,0.20155106112360954,0.9038166366517544,0.20155106112360954,3.6255802419036627,2.6901074945926666,0.02,0.07,0.02,0.28,0.21,6.0,0.0,13.0,-0.2,0.1,-0.2,1.105367697775364,1.105367697775364,0.0,0.0,27.0,14.0,65.4,10.0,37.0,18.0,53.0,0.0,108.0,8.51,0.5,1.0,57.0,25.0,81.0,4.49,1.97,6.38,865.0,275.0,24.0,2.0,1.89,0.16,1.0
0.0,17.0,273.0,0.0,0.0,2.0,3.0,0.0,61.0,44.0,5.3,41.0,9.1,4.0,0.8,2.0,4.0,0.07453581970185041,0.0,0.07453581970185041,0.2208996368572116,0.21224242448806763,0.02,0.0,0.02,0.07,0.07,2.0,0.0,0.0,-0.07,0.0,-0.07,0.07453581970185041,0.07453581970185041,0.0,0.0,4.0,3.0,50.0,6.0,10.0,3.0,16.0,0.0,29.0,9.46,0.5,1.0,17.0,3.0,8.0,5.54,0.98,2.61,181.0,26.0,4.0,0.0,1.3,0.0,0.0
0.0,17.0,273.0,0.0,0.0,2.0,3.0,0.0,61.0,44.0,5.3,41.0,9.1,4.0,0.8,2.0,4.0,0.07453581970185041,0.0,0.07453581970185041,0.2208996368572116,0.21224242448806763,0.02,0.0,0.02,0.07,0.07,2.0,0.0,0.0,-0.07,0.0,-0.07,0.07453581970185041,0.07453581970185041,0.0,0.0,4.0,3.0,50.0,6.0,10.0,3.0,16.0,0.0,29.0,9.46,0.5,1.0,17.0,3.0,8.0,5.54,0.98,2.61,181.0,26.0,4.0,0.0,1.3,0.0,0.0
0.0,17.0,273.0,0.0,0.0,2.0,3.0,0.0,61.0,44.0,5.3,41.0,9.1,4.0,0.8,2.0,4.0,0.07453581970185041,0.0,0.07453581970185041,0.2208996368572116,0.21224242448806763,0.02,0.0,0.02,0.07,0.07,2.0,0.0,0.0,-0.07,0.0,-0.07,0.07453581970185041,0.07453581970185041,0.0,0.0,4.0,3.0,50.0,6.0,10.0,3.0,16.0,0.0,29.0,9.46,0.5,1.0,17.0,3.0,8.0,5.54,0.98,2.61,181.0,26.0,4.0,0.0,1.3,0.0,1.0
0.0,17.0,273.0,0.0,0.0,2.0,3.0,0.0,61.0,44.0,5.3,41.0,9.1,4.0,0.8,2.0,4.0,0.07453581970185041,0.0,0.07453581970185041,0.2208996368572116,0.21224242448806763,0.02,0.0,0.02,0.07,0.07,2.0,0.0,0.0,-0.07,0.0,-0.07,0.07453581970185041,0.07453581970185041,0.0,0.0,4.0,3.0,50.0,6.0,10.0,3.0,16.0,0.0,29.0,9.46,0.5,1.0,17.0,3.0,8.0,5.54,0.98,2.61,181.0,26.0,4.0,0.0,1.3,0.0,1.0
0.0,17.0,273.0,0.0,0.0,2.0,3.0,0.0,61.0,44.0,5.3,41.0,9.1,4.0,0.8,2.0,4.0,0.07453581970185041,0.0,0.07453581970185041,0.2208996368572116,0.21224242448806763,0.02,0.0,0.02,0.07,0.07,2.0,0.0,0.0,-0.07,0.0,-0.07,0.07453581970185041,0.07453581970185041,0.0,0.0,4.0,3.0,50.0,6.0,10.0,3.0,16.0,0.0,29.0,9.46,0.5,1.0,17.0,3.0,8.0,5.54,0.98,2.61,181.0,26.0,4.0,0.0,1.3,0.0,1.0
0.6400000000000001,19.0,411.0,1.0,0.0,1.0,7.0,1.0,58.0,72.8,115.7,51.0,23.8,7.0,0.8,3.0,4.0,0.4401937546208501,0.879981366917491,0.4401937546208501,1.8316922783851624,0.8095290884375572,0.1,0.2,0.1,0.42,0.18,8.0,0.0,8.0,0.56,-0.88,0.56,1.320175121538341,1.320175121538341,2.27,2.27,5.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,13.0,2.8,0.02,0.04,13.0,11.0,33.0,2.8,2.37,7.11,217.0,113.0,16.0,3.0,3.44,0.65,0.0
0.7200000000000001,19.0,411.0,1.0,0.0,1.0,7.0,1.0,58.0,72.8,115.7,51.0,23.8,7.0,0.8,3.0,4.0,0.4401937546208501,0.879981366917491,0.4401937546208501,1.8316922783851624,0.8095290884375572,0.1,0.2,0.1,0.42,0.18,8.0,0.0,8.0,0.56,-0.88,0.56,1.320175121538341,1.320175121538341,2.27,2.27,5.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,13.0,2.8,0.02,0.04,13.0,11.0,33.0,2.8,2.37,7.11,217.0,113.0,16.0,3.0,3.44,0.65,0.0
0.8,19.0,411.0,1.0,0.0,1.0,7.0,1.0,58.0,72.8,115.7,51.0,23.8,7.0,0.8,3.0,4.0,0.4401937546208501,0.879981366917491,0.4401937546208501,1.8316922783851624,0.8095290884375572,0.1,0.2,0.1,0.42,0.18,8.0,0.0,8.0,0.56,-0.88,0.56,1.320175121538341,1.320175121538341,2.27,2.27,5.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,13.0,2.8,0.02,0.04,13.0,11.0,33.0,2.8,2.37,7.11,217.0,113.0,16.0,3.0,3.44,0.65,1.0
0.8800000000000001,19.0,411.0,1.0,0.0,1.0,7.0,1.0,58.0,72.8,115.7,51.0,23.8,7.0,0.8,3.0,4.0,0.4401937546208501,0.879981366917491,0.4401937546208501,1.8316922783851624,0.8095290884375572,0.1,0.2,0.1,0.42,0.18,8.0,0.0,8.0,0.56,-0.88,0.56,1.320175121538341,1.320175121538341,2.27,2.27,5.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,13.0,2.8,0.02,0.04,13.0,11.0,33.0,2.8,2.37,7.11,217.0,113.0,16.0,3.0,3.44,0.65,1.0
0.9600000000000002,19.0,411.0,1.0,0.0,1.0,7.0,1.0,58.0,72.8,115.7,51.0,23.8,7.0,0.8,3.0,4.0,0.4401937546208501,0.879981366917491,0.4401937546208501,1.8316922783851624,0.8095290884375572,0.1,0.2,0.1,0.42,0.18,8.0,0.0,8.0,0.56,-0.88,0.56,1.320175121538341,1.320175121538341,2.27,2.27,5.0,2.0,0.0,1.0,6.0,5.0,2.0,0.0,13.0,2.8,0.02,0.04,13.0,11.0,33.0,2.8,2.37,7.11,217.0,113.0,16.0,3.0,3.44,0.65,1.0
0.6400000000000001,76.0,1080.0,6.0,4.0,4.0,21.0,9.0,220.0,341.6,215.0,320.0,87.8,7.8,52.6,3.0,4.0,5.535936729982495,1.2534122131764889,4.013599032536149,6.822176583111286,1.711375730112195,0.46,0.1,0.33,0.57,0.14,26.0,0.0,15.0,0.46,1.75,0.99,6.789348943158984,5.267011245712638,1.08,1.25,19.0,12.0,55.6,2.0,21.0,22.0,7.0,1.0,50.0,4.17,0.02,0.04,43.0,42.0,70.0,3.59,3.5,5.84,531.0,286.0,42.0,7.0,3.5,0.58,1.0
0.7200000000000001,76.0,1080.0,6.0,4.0,4.0,21.0,9.0,220.0,341.6,215.0,320.0,87.8,7.8,52.6,3.0,4.0,5.535936729982495,1.2534122131764889,4.013599032536149,6.822176583111286,1.711375730112195,0.46,0.1,0.33,0.57,0.14,26.0,0.0,15.0,0.46,1.75,0.99,6.789348943158984,5.267011245712638,1.08,1.25,19.0,12.0,55.6,2.0,21.0,22.0,7.0,1.0,50.0,4.17,0.02,0.04,43.0,42.0,70.0,3.59,3.5,5.84,531.0,286.0,42.0,7.0,3.5,0.58,1.0
0.8,76.0,1080.0,6.0,4.0,4.0,21.0,9.0,220.0,341.6,215.0,320.0,87.8,7.8,52.6,3.0,4.0,5.535936729982495,1.2534122131764889,4.013599032536149,6.822176583111286,1.711375730112195,0.46,0.1,0.33,0.57,0.14,26.0,0.0,15.0,0.46,1.75,0.99,6.789348943158984,5.267011245712638,1.08,1.25,19.0,12.0,55.6,2.0,21.0,22.0,7.0,1.0,50.0,4.17,0.02,0.04,43.0,42.0,70.0,3.59,3.5,5.84,531.0,286.0,42.0,7.0,3.5,0.58,2.0
0.8800000000000001,76.0,1080.0,6.0,4.0,4.0,21.0,9.0,220.0,341.6,215.0,320.0,87.8,7.8,52.6,3.0,4.0,5.535936729982495,1.2534122131764889,4.013599032536149,6.822176583111286,1.711375730112195,0.46,0.1,0.33,0.57,0.14,26.0,0.0,15.0,0.46,1.75,0.99,6.789348943158984,5.267011245712638,1.08,1.25,19.0,12.0,55.6,2.0,21.0,22.0,7.0,1.0,50.0,4.17,0.02,0.04,43.0,42.0,70.0,3.59,3.5,5.84,531.0,286.0,42.0,7.0,3.5,0.58,2.0
0.9600000000000002,76.0,1080.0,6.0,4.0,4.0,21.0,9.0,220.0,341.6,215.0,320.0,87.8,7.8,52.6,3.0,4.0,5.535936729982495,1.2534122131764889,4.013599032536149,6.822176583111286,1.711375730112195,0.46,0.1,0.33,0.57,0.14,26.0,0.0,15.0,0.46,1.75,0.99,6.789348943158984,5.267011245712638,1.08,1.25,19.0,12.0,55.6,2.0,21.0,22.0,7.0,1.0,50.0,4.17,0.02,0.04,43.0,42.0,70.0,3.59,3.5,5.84,531.0,286.0,42.0,7.0,3.5,0.58,2.0
2.4000000000000004,55.0,1036.0,3.0,1.0,5.0,19.0,6.0,189.0,237.2,304.3,203.0,74.6,5.5,2.1,3.0,4.0,2.5991112114861608,2.024741258472204,1.8379423441365361,5.944092717021704,3.737687613815069,0.22,0.17,0.16,0.51,0.32,24.0,0.0,18.0,0.4,-1.02,0.16,4.623852469958365,3.8626836026087403,1.15,1.09,15.0,5.0,38.5,6.0,21.0,9.0,18.0,0.0,48.0,4.17,0.02,0.04,53.0,36.0,78.0,4.6,3.13,6.78,608.0,311.0,43.0,2.0,3.74,0.17,1.0
2.7,55.0,1036.0,3.0,1.0,5.0,19.0,6.0,189.0,237.2,304.3,203.0,74.6,5.5,2.1,3.0,4.0,2.5991112114861608,2.024741258472204,1.8379423441365361,5.944092717021704,3.737687613815069,0.22,0.17,0.16,0.51,0.32,24.0,0.0,18.0,0.4,-1.02,0.16,4.623852469958365,3.8626836026087403,1.15,1.09,15.0,5.0,38.5,6.0,21.0,9.0,18.0,0.0,48.0,4.17,0.02,0.04,53.0,36.0,78.0,4.6,3.13,6.78,608.0,311.0,43.0,2.0,3.74,0.17,1.0
3.0,55.0,1036.0,3.0,1.0,5.0,19.0,6.0,189.0,237.2,304.3,203.0,74.6,5.5,2.1,3.0,4.0,2.5991112114861608,2.024741258472204,1.8379423441365361,5.944092717021704,3.737687613815069,0.22,0.17,0.16,0.51,0.32,24.0,0.0,18.0,0.4,-1.02,0.16,4.623852469958365,3.8626836026087403,1.15,1.09,15.0,5.0,38.5,6.0,21.0,9.0,18.0,0.0,48.0,4.17,0.02,0.04,53.0,36.0,78.0,4.6,3.13,6.78,608.0,311.0,43.0,2.0,3.74,0.17,2.0
3.3000000000000003,55.0,1036.0,3.0,1.0,5.0,19.0,6.0,189.0,237.2,304.3,203.0,74.6,5.5,2.1,3.0,4.0,2.5991112114861608,2.024741258472204,1.8379423441365361,5.944092717021704,3.737687613815069,0.22,0.17,0.16,0.51,0.32,24.0,0.0,18.0,0.4,-1.02,0.16,4.623852469958365,3.8626836026087403,1.15,1.09,15.0,5.0,38.5,6.0,21.0,9.0,18.0,0.0,48.0,4.17,0.02,0.04,53.0,36.0,78.0,4.6,3.13,6.78,608.0,311.0,43.0,2.0,3.74,0.17,2.0
3.6000000000000005,55.0,1036.0,3.0,1.0,5.0,19.0,6.0,189.0,237.2,304.3,203.0,74.6,5.5,2.1,3.0,4.0,2.5991112114861608,2.024741258472204,1.8379423441365361,5.944092717021704,3.737687613815069,0.22,0.17,0.16,0.51,0.32,24.0,0.0,18.0,0.4,-1.02,0.16,4.623852469958365,3.8626836026087403,1.15,1.09,15.0,5.0,38.5,6.0,21.0,9.0,18.0,0.0,48.0,4.17,0.02,0.04,53.0,36.0,78.0,4.6,3.13,6.78,608.0,311.0,43.0,2.0,3.74,0.17,2.0
